date,corona,corona virus,country_code,country_name
9/8/2020,4,7,IRN,Iran (Islamic Republic of)
9/9/2020,3,4,IRN,Iran (Islamic Republic of)
9/10/2020,3,8,IRN,Iran (Islamic Republic of)
9/11/2020,5,7,IRN,Iran (Islamic Republic of)
9/12/2020,2,8,IRN,Iran (Islamic Republic of)
9/13/2020,3,6,IRN,Iran (Islamic Republic of)
9/14/2020,3,7,IRN,Iran (Islamic Republic of)
9/15/2020,2,6,IRN,Iran (Islamic Republic of)
9/16/2020,3,5,IRN,Iran (Islamic Republic of)
9/17/2020,6,7,IRN,Iran (Islamic Republic of)
9/18/2020,6,10,IRN,Iran (Islamic Republic of)
9/19/2020,4,5,IRN,Iran (Islamic Republic of)
9/20/2020,3,5,IRN,Iran (Islamic Republic of)
9/21/2020,3,5,IRN,Iran (Islamic Republic of)
9/22/2020,3,8,IRN,Iran (Islamic Republic of)
9/23/2020,3,7,IRN,Iran (Islamic Republic of)
9/24/2020,4,7,IRN,Iran (Islamic Republic of)
9/25/2020,4,7,IRN,Iran (Islamic Republic of)
9/26/2020,5,6,IRN,Iran (Islamic Republic of)
9/27/2020,3,8,IRN,Iran (Islamic Republic of)
9/28/2020,4,5,IRN,Iran (Islamic Republic of)
9/29/2020,3,5,IRN,Iran (Islamic Republic of)
9/30/2020,2,5,IRN,Iran (Islamic Republic of)
10/1/2020,2,8,IRN,Iran (Islamic Republic of)
10/2/2020,5,6,IRN,Iran (Islamic Republic of)
10/3/2020,3,5,IRN,Iran (Islamic Republic of)
10/4/2020,4,10,IRN,Iran (Islamic Republic of)
2/1/2020,6,9,IRQ,Iraq
2/2/2020,9,9,IRQ,Iraq
2/3/2020,2,8,IRQ,Iraq
2/4/2020,6,4,IRQ,Iraq
2/5/2020,2,4,IRQ,Iraq
2/6/2020,1,3,IRQ,Iraq
2/7/2020,4,6,IRQ,Iraq
2/8/2020,5,5,IRQ,Iraq
2/9/2020,3,4,IRQ,Iraq
2/10/2020,2,3,IRQ,Iraq
2/11/2020,3,3,IRQ,Iraq
2/12/2020,4,3,IRQ,Iraq
2/13/2020,2,2,IRQ,Iraq
2/14/2020,2,2,IRQ,Iraq
2/15/2020,2,3,IRQ,Iraq
2/16/2020,1,1,IRQ,Iraq
2/17/2020,2,5,IRQ,Iraq
2/18/2020,3,1,IRQ,Iraq
2/19/2020,2,3,IRQ,Iraq
2/20/2020,6,8,IRQ,Iraq
2/21/2020,10,11,IRQ,Iraq
2/22/2020,21,28,IRQ,Iraq
2/23/2020,16,20,IRQ,Iraq
2/24/2020,28,32,IRQ,Iraq
2/25/2020,29,46,IRQ,Iraq
2/26/2020,21,32,IRQ,Iraq
2/27/2020,22,22,IRQ,Iraq
2/28/2020,11,17,IRQ,Iraq
2/29/2020,13,20,IRQ,Iraq
3/1/2020,17,16,IRQ,Iraq
3/2/2020,14,27,IRQ,Iraq
3/3/2020,12,19,IRQ,Iraq
3/4/2020,14,23,IRQ,Iraq
3/5/2020,15,21,IRQ,Iraq
3/6/2020,18,24,IRQ,Iraq
3/7/2020,13,19,IRQ,Iraq
3/8/2020,14,20,IRQ,Iraq
3/9/2020,14,25,IRQ,Iraq
3/10/2020,16,27,IRQ,Iraq
3/11/2020,14,34,IRQ,Iraq
3/12/2020,17,30,IRQ,Iraq
3/13/2020,25,39,IRQ,Iraq
3/14/2020,21,38,IRQ,Iraq
3/15/2020,21,51,IRQ,Iraq
3/16/2020,21,35,IRQ,Iraq
3/17/2020,16,30,IRQ,Iraq
3/18/2020,16,31,IRQ,Iraq
3/19/2020,24,39,IRQ,Iraq
3/20/2020,20,44,IRQ,Iraq
3/21/2020,25,41,IRQ,Iraq
3/22/2020,29,46,IRQ,Iraq
3/23/2020,28,41,IRQ,Iraq
3/24/2020,29,46,IRQ,Iraq
3/25/2020,19,47,IRQ,Iraq
3/26/2020,23,49,IRQ,Iraq
3/27/2020,27,59,IRQ,Iraq
3/28/2020,27,62,IRQ,Iraq
3/29/2020,17,58,IRQ,Iraq
3/30/2020,18,52,IRQ,Iraq
3/31/2020,22,55,IRQ,Iraq
4/1/2020,18,93,IRQ,Iraq
4/2/2020,23,52,IRQ,Iraq
4/3/2020,15,85,IRQ,Iraq
4/4/2020,20,93,IRQ,Iraq
4/5/2020,12,94,IRQ,Iraq
4/6/2020,16,100,IRQ,Iraq
4/7/2020,10,87,IRQ,Iraq
4/8/2020,16,91,IRQ,Iraq
4/9/2020,8,79,IRQ,Iraq
4/10/2020,10,82,IRQ,Iraq
4/11/2020,11,38,IRQ,Iraq
4/12/2020,11,39,IRQ,Iraq
4/13/2020,10,81,IRQ,Iraq
4/14/2020,10,71,IRQ,Iraq
4/15/2020,11,75,IRQ,Iraq
4/16/2020,7,70,IRQ,Iraq
4/17/2020,12,73,IRQ,Iraq
4/18/2020,10,67,IRQ,Iraq
4/19/2020,8,35,IRQ,Iraq
4/20/2020,7,29,IRQ,Iraq
4/21/2020,7,27,IRQ,Iraq
4/22/2020,10,33,IRQ,Iraq
4/23/2020,9,29,IRQ,Iraq
4/24/2020,9,24,IRQ,Iraq
4/25/2020,9,30,IRQ,Iraq
4/26/2020,8,22,IRQ,Iraq
4/27/2020,8,34,IRQ,Iraq
4/28/2020,6,27,IRQ,Iraq
4/29/2020,4,31,IRQ,Iraq
4/30/2020,10,18,IRQ,Iraq
5/1/2020,5,22,IRQ,Iraq
5/2/2020,7,23,IRQ,Iraq
5/3/2020,5,17,IRQ,Iraq
5/4/2020,9,20,IRQ,Iraq
5/5/2020,8,22,IRQ,Iraq
5/6/2020,7,16,IRQ,Iraq
5/7/2020,4,15,IRQ,Iraq
5/8/2020,8,17,IRQ,Iraq
5/9/2020,7,17,IRQ,Iraq
5/10/2020,4,15,IRQ,Iraq
5/11/2020,7,19,IRQ,Iraq
5/12/2020,3,16,IRQ,Iraq
5/13/2020,5,18,IRQ,Iraq
5/14/2020,5,17,IRQ,Iraq
5/15/2020,5,21,IRQ,Iraq
5/16/2020,4,13,IRQ,Iraq
5/17/2020,5,19,IRQ,Iraq
5/18/2020,7,19,IRQ,Iraq
5/19/2020,8,18,IRQ,Iraq
5/20/2020,5,13,IRQ,Iraq
5/21/2020,4,14,IRQ,Iraq
5/22/2020,3,9,IRQ,Iraq
5/23/2020,5,14,IRQ,Iraq
5/24/2020,5,16,IRQ,Iraq
5/25/2020,6,12,IRQ,Iraq
5/26/2020,4,10,IRQ,Iraq
5/27/2020,5,9,IRQ,Iraq
5/28/2020,4,16,IRQ,Iraq
5/29/2020,4,15,IRQ,Iraq
5/30/2020,7,18,IRQ,Iraq
5/31/2020,7,13,IRQ,Iraq
6/1/2020,7,17,IRQ,Iraq
6/2/2020,8,9,IRQ,Iraq
6/3/2020,8,18,IRQ,Iraq
6/4/2020,6,15,IRQ,Iraq
6/5/2020,8,17,IRQ,Iraq
6/6/2020,8,14,IRQ,Iraq
6/7/2020,6,14,IRQ,Iraq
6/8/2020,6,16,IRQ,Iraq
6/9/2020,4,15,IRQ,Iraq
6/10/2020,6,17,IRQ,Iraq
6/11/2020,6,12,IRQ,Iraq
6/12/2020,6,12,IRQ,Iraq
6/13/2020,5,13,IRQ,Iraq
6/14/2020,7,12,IRQ,Iraq
6/15/2020,4,13,IRQ,Iraq
6/16/2020,7,11,IRQ,Iraq
6/17/2020,8,18,IRQ,Iraq
6/18/2020,6,11,IRQ,Iraq
6/19/2020,5,15,IRQ,Iraq
6/20/2020,7,12,IRQ,Iraq
6/21/2020,4,14,IRQ,Iraq
6/22/2020,6,12,IRQ,Iraq
6/23/2020,7,14,IRQ,Iraq
6/24/2020,5,14,IRQ,Iraq
6/25/2020,6,16,IRQ,Iraq
6/26/2020,5,14,IRQ,Iraq
6/27/2020,4,11,IRQ,Iraq
6/28/2020,8,14,IRQ,Iraq
6/29/2020,5,14,IRQ,Iraq
6/30/2020,3,11,IRQ,Iraq
7/1/2020,4,13,IRQ,Iraq
7/2/2020,3,8,IRQ,Iraq
7/3/2020,3,12,IRQ,Iraq
7/4/2020,4,14,IRQ,Iraq
7/5/2020,3,11,IRQ,Iraq
7/6/2020,6,12,IRQ,Iraq
7/7/2020,6,9,IRQ,Iraq
7/8/2020,5,10,IRQ,Iraq
7/9/2020,5,8,IRQ,Iraq
7/10/2020,3,8,IRQ,Iraq
7/11/2020,6,12,IRQ,Iraq
7/12/2020,3,6,IRQ,Iraq
7/13/2020,4,9,IRQ,Iraq
7/14/2020,3,7,IRQ,Iraq
7/15/2020,2,10,IRQ,Iraq
7/16/2020,4,9,IRQ,Iraq
7/17/2020,5,8,IRQ,Iraq
7/18/2020,2,6,IRQ,Iraq
7/19/2020,2,9,IRQ,Iraq
7/20/2020,5,7,IRQ,Iraq
7/21/2020,2,5,IRQ,Iraq
7/22/2020,2,11,IRQ,Iraq
7/23/2020,4,5,IRQ,Iraq
7/24/2020,3,7,IRQ,Iraq
7/25/2020,3,8,IRQ,Iraq
7/26/2020,4,10,IRQ,Iraq
7/27/2020,5,7,IRQ,Iraq
7/28/2020,3,6,IRQ,Iraq
7/29/2020,3,7,IRQ,Iraq
7/30/2020,4,7,IRQ,Iraq
7/31/2020,3,9,IRQ,Iraq
8/1/2020,2,9,IRQ,Iraq
8/2/2020,3,9,IRQ,Iraq
8/3/2020,3,11,IRQ,Iraq
8/4/2020,6,6,IRQ,Iraq
8/5/2020,5,5,IRQ,Iraq
8/6/2020,3,9,IRQ,Iraq
8/7/2020,3,3,IRQ,Iraq
8/8/2020,5,5,IRQ,Iraq
8/9/2020,4,6,IRQ,Iraq
8/10/2020,4,6,IRQ,Iraq
8/11/2020,4,6,IRQ,Iraq
8/12/2020,2,7,IRQ,Iraq
8/13/2020,4,7,IRQ,Iraq
8/14/2020,3,6,IRQ,Iraq
8/15/2020,3,5,IRQ,Iraq
8/16/2020,3,8,IRQ,Iraq
8/17/2020,4,7,IRQ,Iraq
8/18/2020,3,10,IRQ,Iraq
8/19/2020,3,7,IRQ,Iraq
8/20/2020,2,6,IRQ,Iraq
8/21/2020,4,4,IRQ,Iraq
8/22/2020,2,5,IRQ,Iraq
8/23/2020,2,4,IRQ,Iraq
8/24/2020,4,5,IRQ,Iraq
8/25/2020,4,4,IRQ,Iraq
8/26/2020,3,8,IRQ,Iraq
8/27/2020,3,7,IRQ,Iraq
8/28/2020,3,6,IRQ,Iraq
8/29/2020,4,5,IRQ,Iraq
8/30/2020,3,5,IRQ,Iraq
8/31/2020,5,7,IRQ,Iraq
9/1/2020,2,7,IRQ,Iraq
9/2/2020,2,7,IRQ,Iraq
9/3/2020,2,5,IRQ,Iraq
9/4/2020,4,7,IRQ,Iraq
9/5/2020,3,7,IRQ,Iraq
9/6/2020,3,7,IRQ,Iraq
9/7/2020,3,8,IRQ,Iraq
9/8/2020,2,6,IRQ,Iraq
9/9/2020,3,5,IRQ,Iraq
9/10/2020,2,5,IRQ,Iraq
9/11/2020,2,7,IRQ,Iraq
9/12/2020,2,5,IRQ,Iraq
9/13/2020,2,4,IRQ,Iraq
9/14/2020,2,4,IRQ,Iraq
9/15/2020,2,5,IRQ,Iraq
9/16/2020,1,5,IRQ,Iraq
9/17/2020,4,6,IRQ,Iraq
9/18/2020,2,6,IRQ,Iraq
9/19/2020,2,6,IRQ,Iraq
9/20/2020,3,5,IRQ,Iraq
9/21/2020,2,9,IRQ,Iraq
9/22/2020,3,7,IRQ,Iraq
9/23/2020,1,3,IRQ,Iraq
9/24/2020,2,3,IRQ,Iraq
9/25/2020,3,5,IRQ,Iraq
9/26/2020,3,6,IRQ,Iraq
9/27/2020,2,5,IRQ,Iraq
9/28/2020,3,4,IRQ,Iraq
9/29/2020,2,4,IRQ,Iraq
9/30/2020,2,3,IRQ,Iraq
10/1/2020,5,3,IRQ,Iraq
10/2/2020,3,6,IRQ,Iraq
10/3/2020,2,3,IRQ,Iraq
10/4/2020,2,5,IRQ,Iraq
2/1/2020,2,8,IRL,Ireland
2/2/2020,2,9,IRL,Ireland
2/3/2020,1,7,IRL,Ireland
2/4/2020,1,5,IRL,Ireland
2/5/2020,1,6,IRL,Ireland
2/6/2020,2,8,IRL,Ireland
2/7/2020,2,7,IRL,Ireland
2/8/2020,1,7,IRL,Ireland
2/9/2020,1,5,IRL,Ireland
2/10/2020,2,6,IRL,Ireland
2/11/2020,2,7,IRL,Ireland
2/12/2020,1,5,IRL,Ireland
2/13/2020,1,6,IRL,Ireland
2/14/2020,1,4,IRL,Ireland
2/15/2020,1,4,IRL,Ireland
2/16/2020,1,3,IRL,Ireland
2/17/2020,1,3,IRL,Ireland
2/18/2020,1,5,IRL,Ireland
2/19/2020,1,3,IRL,Ireland
2/20/2020,1,2,IRL,Ireland
2/21/2020,1,3,IRL,Ireland
2/22/2020,1,4,IRL,Ireland
2/23/2020,2,9,IRL,Ireland
2/24/2020,4,14,IRL,Ireland
2/25/2020,8,29,IRL,Ireland
2/26/2020,8,30,IRL,Ireland
2/27/2020,10,44,IRL,Ireland
2/28/2020,8,34,IRL,Ireland
2/29/2020,7,31,IRL,Ireland
3/1/2020,10,39,IRL,Ireland
3/2/2020,8,36,IRL,Ireland
3/3/2020,7,31,IRL,Ireland
3/4/2020,8,35,IRL,Ireland
3/5/2020,12,48,IRL,Ireland
3/6/2020,13,54,IRL,Ireland
3/7/2020,9,41,IRL,Ireland
3/8/2020,10,44,IRL,Ireland
3/9/2020,13,59,IRL,Ireland
3/10/2020,16,68,IRL,Ireland
3/11/2020,17,78,IRL,Ireland
3/12/2020,23,100,IRL,Ireland
3/13/2020,21,90,IRL,Ireland
3/14/2020,21,91,IRL,Ireland
3/15/2020,22,94,IRL,Ireland
3/16/2020,20,85,IRL,Ireland
3/17/2020,19,75,IRL,Ireland
3/18/2020,16,68,IRL,Ireland
3/19/2020,14,60,IRL,Ireland
3/20/2020,14,59,IRL,Ireland
3/21/2020,15,64,IRL,Ireland
3/22/2020,15,64,IRL,Ireland
3/23/2020,13,59,IRL,Ireland
3/24/2020,13,62,IRL,Ireland
3/25/2020,11,57,IRL,Ireland
3/26/2020,11,60,IRL,Ireland
3/27/2020,12,63,IRL,Ireland
3/28/2020,10,55,IRL,Ireland
3/29/2020,10,55,IRL,Ireland
3/30/2020,9,47,IRL,Ireland
3/31/2020,8,47,IRL,Ireland
4/1/2020,7,39,IRL,Ireland
4/2/2020,6,40,IRL,Ireland
4/3/2020,7,49,IRL,Ireland
4/4/2020,7,54,IRL,Ireland
4/5/2020,6,56,IRL,Ireland
4/6/2020,5,39,IRL,Ireland
4/7/2020,5,48,IRL,Ireland
4/8/2020,5,46,IRL,Ireland
4/9/2020,5,46,IRL,Ireland
4/10/2020,5,49,IRL,Ireland
4/11/2020,5,35,IRL,Ireland
4/12/2020,5,34,IRL,Ireland
4/13/2020,4,47,IRL,Ireland
4/14/2020,4,41,IRL,Ireland
4/15/2020,4,42,IRL,Ireland
4/16/2020,4,44,IRL,Ireland
4/17/2020,3,38,IRL,Ireland
4/18/2020,4,39,IRL,Ireland
4/19/2020,3,40,IRL,Ireland
4/20/2020,3,37,IRL,Ireland
4/21/2020,3,36,IRL,Ireland
4/22/2020,3,25,IRL,Ireland
4/23/2020,3,23,IRL,Ireland
4/24/2020,3,23,IRL,Ireland
4/25/2020,3,36,IRL,Ireland
4/26/2020,3,35,IRL,Ireland
4/27/2020,3,22,IRL,Ireland
4/28/2020,3,23,IRL,Ireland
4/29/2020,3,27,IRL,Ireland
4/30/2020,3,18,IRL,Ireland
5/1/2020,3,23,IRL,Ireland
5/2/2020,2,20,IRL,Ireland
5/3/2020,3,19,IRL,Ireland
5/4/2020,2,20,IRL,Ireland
5/5/2020,2,19,IRL,Ireland
5/6/2020,2,16,IRL,Ireland
5/7/2020,2,17,IRL,Ireland
5/8/2020,2,16,IRL,Ireland
5/9/2020,2,18,IRL,Ireland
5/10/2020,2,18,IRL,Ireland
5/11/2020,2,17,IRL,Ireland
5/12/2020,2,17,IRL,Ireland
5/13/2020,2,16,IRL,Ireland
5/14/2020,2,16,IRL,Ireland
5/15/2020,2,16,IRL,Ireland
5/16/2020,2,16,IRL,Ireland
5/17/2020,2,17,IRL,Ireland
5/18/2020,2,15,IRL,Ireland
5/19/2020,2,14,IRL,Ireland
5/20/2020,2,15,IRL,Ireland
5/21/2020,2,12,IRL,Ireland
5/22/2020,1,11,IRL,Ireland
5/23/2020,2,11,IRL,Ireland
5/24/2020,1,13,IRL,Ireland
5/25/2020,2,12,IRL,Ireland
5/26/2020,2,13,IRL,Ireland
5/27/2020,1,11,IRL,Ireland
5/28/2020,1,11,IRL,Ireland
5/29/2020,1,11,IRL,Ireland
5/30/2020,1,11,IRL,Ireland
5/31/2020,1,12,IRL,Ireland
6/1/2020,1,13,IRL,Ireland
6/2/2020,1,11,IRL,Ireland
6/3/2020,1,11,IRL,Ireland
6/4/2020,1,9,IRL,Ireland
6/5/2020,2,11,IRL,Ireland
6/6/2020,1,9,IRL,Ireland
6/7/2020,1,10,IRL,Ireland
6/8/2020,1,10,IRL,Ireland
6/9/2020,1,9,IRL,Ireland
6/10/2020,1,9,IRL,Ireland
6/11/2020,1,9,IRL,Ireland
6/12/2020,1,9,IRL,Ireland
6/13/2020,1,10,IRL,Ireland
6/14/2020,1,10,IRL,Ireland
6/15/2020,1,9,IRL,Ireland
6/16/2020,1,9,IRL,Ireland
6/17/2020,1,9,IRL,Ireland
6/18/2020,1,7,IRL,Ireland
6/19/2020,1,9,IRL,Ireland
6/20/2020,1,9,IRL,Ireland
6/21/2020,1,8,IRL,Ireland
6/22/2020,1,10,IRL,Ireland
6/23/2020,1,9,IRL,Ireland
6/24/2020,1,9,IRL,Ireland
6/25/2020,1,9,IRL,Ireland
6/26/2020,1,8,IRL,Ireland
6/27/2020,1,9,IRL,Ireland
6/28/2020,1,10,IRL,Ireland
6/29/2020,1,8,IRL,Ireland
6/30/2020,1,10,IRL,Ireland
7/1/2020,1,9,IRL,Ireland
7/2/2020,1,11,IRL,Ireland
7/3/2020,1,8,IRL,Ireland
7/4/2020,1,9,IRL,Ireland
7/5/2020,1,9,IRL,Ireland
7/6/2020,1,9,IRL,Ireland
7/7/2020,1,10,IRL,Ireland
7/8/2020,1,9,IRL,Ireland
7/9/2020,1,10,IRL,Ireland
7/10/2020,1,10,IRL,Ireland
7/11/2020,1,11,IRL,Ireland
7/12/2020,1,10,IRL,Ireland
7/13/2020,1,10,IRL,Ireland
7/14/2020,1,10,IRL,Ireland
7/15/2020,1,9,IRL,Ireland
7/16/2020,1,10,IRL,Ireland
7/17/2020,1,11,IRL,Ireland
7/18/2020,1,11,IRL,Ireland
7/19/2020,1,11,IRL,Ireland
7/20/2020,1,10,IRL,Ireland
7/21/2020,1,9,IRL,Ireland
7/22/2020,1,10,IRL,Ireland
7/23/2020,1,9,IRL,Ireland
7/24/2020,1,7,IRL,Ireland
7/25/2020,1,8,IRL,Ireland
7/26/2020,1,9,IRL,Ireland
7/27/2020,1,9,IRL,Ireland
7/28/2020,1,8,IRL,Ireland
7/29/2020,1,8,IRL,Ireland
7/30/2020,1,11,IRL,Ireland
7/31/2020,1,11,IRL,Ireland
8/1/2020,1,9,IRL,Ireland
8/2/2020,1,11,IRL,Ireland
8/3/2020,1,10,IRL,Ireland
8/4/2020,1,10,IRL,Ireland
8/5/2020,1,9,IRL,Ireland
8/6/2020,1,11,IRL,Ireland
8/7/2020,1,10,IRL,Ireland
8/8/2020,2,13,IRL,Ireland
8/9/2020,1,12,IRL,Ireland
8/10/2020,2,10,IRL,Ireland
8/11/2020,1,10,IRL,Ireland
8/12/2020,1,10,IRL,Ireland
8/13/2020,1,9,IRL,Ireland
8/14/2020,1,8,IRL,Ireland
8/15/2020,2,12,IRL,Ireland
8/16/2020,1,11,IRL,Ireland
8/17/2020,1,12,IRL,Ireland
8/18/2020,1,14,IRL,Ireland
8/19/2020,1,10,IRL,Ireland
8/20/2020,1,11,IRL,Ireland
8/21/2020,1,8,IRL,Ireland
8/22/2020,1,8,IRL,Ireland
8/23/2020,1,9,IRL,Ireland
8/24/2020,1,9,IRL,Ireland
8/25/2020,1,7,IRL,Ireland
8/26/2020,1,8,IRL,Ireland
8/27/2020,1,7,IRL,Ireland
8/28/2020,1,8,IRL,Ireland
8/29/2020,1,7,IRL,Ireland
8/30/2020,1,8,IRL,Ireland
8/31/2020,1,8,IRL,Ireland
9/1/2020,1,9,IRL,Ireland
9/2/2020,1,8,IRL,Ireland
9/3/2020,1,8,IRL,Ireland
9/4/2020,1,7,IRL,Ireland
9/5/2020,1,8,IRL,Ireland
9/6/2020,1,8,IRL,Ireland
9/7/2020,1,7,IRL,Ireland
9/8/2020,1,8,IRL,Ireland
9/9/2020,1,11,IRL,Ireland
9/10/2020,1,8,IRL,Ireland
9/11/2020,1,7,IRL,Ireland
9/12/2020,1,8,IRL,Ireland
9/13/2020,1,9,IRL,Ireland
9/14/2020,1,8,IRL,Ireland
9/15/2020,1,9,IRL,Ireland
9/16/2020,1,11,IRL,Ireland
9/17/2020,1,9,IRL,Ireland
9/18/2020,1,10,IRL,Ireland
9/19/2020,1,8,IRL,Ireland
9/20/2020,1,9,IRL,Ireland
9/21/2020,1,9,IRL,Ireland
9/22/2020,1,9,IRL,Ireland
9/23/2020,1,8,IRL,Ireland
9/24/2020,1,8,IRL,Ireland
9/25/2020,1,8,IRL,Ireland
9/26/2020,1,7,IRL,Ireland
9/27/2020,1,9,IRL,Ireland
9/28/2020,1,9,IRL,Ireland
9/29/2020,1,9,IRL,Ireland
9/30/2020,1,7,IRL,Ireland
10/1/2020,1,8,IRL,Ireland
10/2/2020,2,10,IRL,Ireland
10/3/2020,1,11,IRL,Ireland
10/4/2020,1,12,IRL,Ireland
2/1/2020,3,11,IMN,Isle of Man
2/2/2020,3,8,IMN,Isle of Man
2/3/2020,3,3,IMN,Isle of Man
2/4/2020,4,4,IMN,Isle of Man
2/5/2020,3,3,IMN,Isle of Man
2/6/2020,0,6,IMN,Isle of Man
2/7/2020,3,11,IMN,Isle of Man
2/8/2020,0,7,IMN,Isle of Man
2/9/2020,3,10,IMN,Isle of Man
2/10/2020,0,8,IMN,Isle of Man
2/11/2020,6,17,IMN,Isle of Man
2/12/2020,5,6,IMN,Isle of Man
2/13/2020,5,9,IMN,Isle of Man
2/14/2020,3,10,IMN,Isle of Man
2/15/2020,3,3,IMN,Isle of Man
2/16/2020,3,3,IMN,Isle of Man
2/17/2020,3,10,IMN,Isle of Man
2/18/2020,0,3,IMN,Isle of Man
2/19/2020,3,5,IMN,Isle of Man
2/20/2020,3,3,IMN,Isle of Man
2/21/2020,0,4,IMN,Isle of Man
2/22/2020,12,4,IMN,Isle of Man
2/23/2020,3,7,IMN,Isle of Man
2/24/2020,6,8,IMN,Isle of Man
2/25/2020,3,11,IMN,Isle of Man
2/26/2020,6,14,IMN,Isle of Man
2/27/2020,6,16,IMN,Isle of Man
2/28/2020,5,27,IMN,Isle of Man
2/29/2020,3,13,IMN,Isle of Man
3/1/2020,3,13,IMN,Isle of Man
3/2/2020,7,24,IMN,Isle of Man
3/3/2020,6,23,IMN,Isle of Man
3/4/2020,6,18,IMN,Isle of Man
3/5/2020,6,22,IMN,Isle of Man
3/6/2020,8,16,IMN,Isle of Man
3/7/2020,8,17,IMN,Isle of Man
3/8/2020,4,43,IMN,Isle of Man
3/9/2020,9,44,IMN,Isle of Man
3/10/2020,10,45,IMN,Isle of Man
3/11/2020,9,38,IMN,Isle of Man
3/12/2020,19,75,IMN,Isle of Man
3/13/2020,29,82,IMN,Isle of Man
3/14/2020,12,89,IMN,Isle of Man
3/15/2020,24,71,IMN,Isle of Man
3/16/2020,25,89,IMN,Isle of Man
3/17/2020,20,81,IMN,Isle of Man
3/18/2020,16,76,IMN,Isle of Man
3/19/2020,18,100,IMN,Isle of Man
3/20/2020,23,69,IMN,Isle of Man
3/21/2020,18,87,IMN,Isle of Man
3/22/2020,21,81,IMN,Isle of Man
3/23/2020,21,76,IMN,Isle of Man
3/24/2020,23,65,IMN,Isle of Man
3/25/2020,21,78,IMN,Isle of Man
3/26/2020,18,64,IMN,Isle of Man
3/27/2020,15,66,IMN,Isle of Man
3/28/2020,14,58,IMN,Isle of Man
3/29/2020,8,61,IMN,Isle of Man
3/30/2020,13,56,IMN,Isle of Man
3/31/2020,7,42,IMN,Isle of Man
4/1/2020,15,64,IMN,Isle of Man
4/2/2020,12,32,IMN,Isle of Man
4/3/2020,7,38,IMN,Isle of Man
4/4/2020,12,43,IMN,Isle of Man
4/5/2020,12,43,IMN,Isle of Man
4/6/2020,10,41,IMN,Isle of Man
4/7/2020,9,49,IMN,Isle of Man
4/8/2020,8,45,IMN,Isle of Man
4/9/2020,7,37,IMN,Isle of Man
4/10/2020,8,27,IMN,Isle of Man
4/11/2020,6,28,IMN,Isle of Man
4/12/2020,10,40,IMN,Isle of Man
4/13/2020,8,35,IMN,Isle of Man
4/14/2020,7,33,IMN,Isle of Man
4/15/2020,5,32,IMN,Isle of Man
4/16/2020,6,30,IMN,Isle of Man
4/17/2020,4,23,IMN,Isle of Man
4/18/2020,6,30,IMN,Isle of Man
4/19/2020,9,30,IMN,Isle of Man
4/20/2020,4,21,IMN,Isle of Man
4/21/2020,6,25,IMN,Isle of Man
4/22/2020,6,25,IMN,Isle of Man
4/23/2020,2,34,IMN,Isle of Man
4/24/2020,4,28,IMN,Isle of Man
4/25/2020,9,34,IMN,Isle of Man
4/26/2020,4,26,IMN,Isle of Man
4/27/2020,6,27,IMN,Isle of Man
4/28/2020,5,30,IMN,Isle of Man
4/29/2020,5,23,IMN,Isle of Man
4/30/2020,4,16,IMN,Isle of Man
5/1/2020,3,22,IMN,Isle of Man
5/2/2020,4,20,IMN,Isle of Man
5/3/2020,3,17,IMN,Isle of Man
5/4/2020,6,28,IMN,Isle of Man
5/5/2020,2,24,IMN,Isle of Man
5/6/2020,5,16,IMN,Isle of Man
5/7/2020,4,19,IMN,Isle of Man
5/8/2020,6,15,IMN,Isle of Man
5/9/2020,5,20,IMN,Isle of Man
5/10/2020,5,28,IMN,Isle of Man
5/11/2020,3,23,IMN,Isle of Man
5/12/2020,3,24,IMN,Isle of Man
5/13/2020,0,13,IMN,Isle of Man
5/14/2020,5,15,IMN,Isle of Man
5/15/2020,3,17,IMN,Isle of Man
5/16/2020,3,18,IMN,Isle of Man
5/17/2020,3,17,IMN,Isle of Man
5/18/2020,5,21,IMN,Isle of Man
5/19/2020,5,12,IMN,Isle of Man
5/20/2020,4,15,IMN,Isle of Man
5/21/2020,4,12,IMN,Isle of Man
5/22/2020,5,14,IMN,Isle of Man
5/23/2020,3,24,IMN,Isle of Man
5/24/2020,0,15,IMN,Isle of Man
5/25/2020,6,15,IMN,Isle of Man
5/26/2020,0,11,IMN,Isle of Man
5/27/2020,6,12,IMN,Isle of Man
5/28/2020,0,8,IMN,Isle of Man
5/29/2020,3,9,IMN,Isle of Man
5/30/2020,3,12,IMN,Isle of Man
5/31/2020,0,15,IMN,Isle of Man
6/1/2020,0,10,IMN,Isle of Man
6/2/2020,0,12,IMN,Isle of Man
6/3/2020,4,13,IMN,Isle of Man
6/4/2020,0,14,IMN,Isle of Man
6/5/2020,7,12,IMN,Isle of Man
6/6/2020,6,11,IMN,Isle of Man
6/7/2020,3,11,IMN,Isle of Man
6/8/2020,3,8,IMN,Isle of Man
6/9/2020,3,9,IMN,Isle of Man
6/10/2020,3,14,IMN,Isle of Man
6/11/2020,4,10,IMN,Isle of Man
6/12/2020,5,7,IMN,Isle of Man
6/13/2020,7,8,IMN,Isle of Man
6/14/2020,3,10,IMN,Isle of Man
6/15/2020,3,10,IMN,Isle of Man
6/16/2020,3,14,IMN,Isle of Man
6/17/2020,3,6,IMN,Isle of Man
6/18/2020,3,10,IMN,Isle of Man
