date,corona,corona virus,country_code,country_name
2/1/2020,8,11,AFG,Afghanistan
2/2/2020,9,13,AFG,Afghanistan
2/3/2020,3,8,AFG,Afghanistan
2/4/2020,5,7,AFG,Afghanistan
2/5/2020,3,10,AFG,Afghanistan
2/6/2020,3,6,AFG,Afghanistan
2/7/2020,5,5,AFG,Afghanistan
2/8/2020,3,7,AFG,Afghanistan
2/9/2020,0,4,AFG,Afghanistan
2/10/2020,0,8,AFG,Afghanistan
2/11/2020,3,7,AFG,Afghanistan
2/12/2020,0,4,AFG,Afghanistan
2/13/2020,4,7,AFG,Afghanistan
2/14/2020,0,3,AFG,Afghanistan
2/15/2020,3,6,AFG,Afghanistan
2/16/2020,3,7,AFG,Afghanistan
2/17/2020,3,6,AFG,Afghanistan
2/18/2020,3,8,AFG,Afghanistan
2/19/2020,3,4,AFG,Afghanistan
2/20/2020,3,6,AFG,Afghanistan
2/21/2020,4,6,AFG,Afghanistan
2/22/2020,7,12,AFG,Afghanistan
2/23/2020,12,15,AFG,Afghanistan
2/24/2020,13,21,AFG,Afghanistan
2/25/2020,19,30,AFG,Afghanistan
2/26/2020,13,12,AFG,Afghanistan
2/27/2020,11,19,AFG,Afghanistan
2/28/2020,11,17,AFG,Afghanistan
2/29/2020,7,15,AFG,Afghanistan
3/1/2020,9,11,AFG,Afghanistan
3/2/2020,7,15,AFG,Afghanistan
3/3/2020,9,12,AFG,Afghanistan
3/4/2020,7,10,AFG,Afghanistan
3/5/2020,7,10,AFG,Afghanistan
3/6/2020,6,15,AFG,Afghanistan
3/7/2020,9,13,AFG,Afghanistan
3/8/2020,5,13,AFG,Afghanistan
3/9/2020,6,21,AFG,Afghanistan
3/10/2020,7,20,AFG,Afghanistan
3/11/2020,11,19,AFG,Afghanistan
3/12/2020,23,43,AFG,Afghanistan
3/13/2020,22,44,AFG,Afghanistan
3/14/2020,26,41,AFG,Afghanistan
3/15/2020,36,63,AFG,Afghanistan
3/16/2020,31,61,AFG,Afghanistan
3/17/2020,17,50,AFG,Afghanistan
3/18/2020,14,53,AFG,Afghanistan
3/19/2020,9,34,AFG,Afghanistan
3/20/2020,21,36,AFG,Afghanistan
3/21/2020,19,43,AFG,Afghanistan
3/22/2020,29,63,AFG,Afghanistan
3/23/2020,30,63,AFG,Afghanistan
3/24/2020,19,55,AFG,Afghanistan
3/25/2020,31,53,AFG,Afghanistan
3/26/2020,20,59,AFG,Afghanistan
3/27/2020,29,65,AFG,Afghanistan
3/28/2020,43,96,AFG,Afghanistan
3/29/2020,40,82,AFG,Afghanistan
3/30/2020,33,87,AFG,Afghanistan
3/31/2020,23,81,AFG,Afghanistan
4/1/2020,29,63,AFG,Afghanistan
4/2/2020,27,86,AFG,Afghanistan
4/3/2020,21,100,AFG,Afghanistan
4/4/2020,20,82,AFG,Afghanistan
4/5/2020,22,83,AFG,Afghanistan
4/6/2020,20,81,AFG,Afghanistan
4/7/2020,35,76,AFG,Afghanistan
4/8/2020,23,61,AFG,Afghanistan
4/9/2020,26,72,AFG,Afghanistan
4/10/2020,25,67,AFG,Afghanistan
4/11/2020,25,84,AFG,Afghanistan
4/12/2020,22,54,AFG,Afghanistan
4/13/2020,26,67,AFG,Afghanistan
4/14/2020,18,59,AFG,Afghanistan
4/15/2020,26,57,AFG,Afghanistan
4/16/2020,20,57,AFG,Afghanistan
4/17/2020,33,81,AFG,Afghanistan
4/18/2020,22,66,AFG,Afghanistan
4/19/2020,18,65,AFG,Afghanistan
4/20/2020,16,70,AFG,Afghanistan
4/21/2020,22,58,AFG,Afghanistan
4/22/2020,21,48,AFG,Afghanistan
4/23/2020,19,48,AFG,Afghanistan
4/24/2020,23,64,AFG,Afghanistan
4/25/2020,30,57,AFG,Afghanistan
4/26/2020,32,62,AFG,Afghanistan
4/27/2020,16,61,AFG,Afghanistan
4/28/2020,9,57,AFG,Afghanistan
4/29/2020,16,52,AFG,Afghanistan
4/30/2020,22,35,AFG,Afghanistan
5/1/2020,21,53,AFG,Afghanistan
5/2/2020,18,44,AFG,Afghanistan
5/3/2020,26,56,AFG,Afghanistan
5/4/2020,14,54,AFG,Afghanistan
5/5/2020,13,45,AFG,Afghanistan
5/6/2020,14,41,AFG,Afghanistan
5/7/2020,29,46,AFG,Afghanistan
5/8/2020,13,40,AFG,Afghanistan
5/9/2020,10,34,AFG,Afghanistan
5/10/2020,15,39,AFG,Afghanistan
5/11/2020,13,34,AFG,Afghanistan
5/12/2020,9,33,AFG,Afghanistan
5/13/2020,14,36,AFG,Afghanistan
5/14/2020,9,17,AFG,Afghanistan
5/15/2020,7,21,AFG,Afghanistan
5/16/2020,15,34,AFG,Afghanistan
5/17/2020,13,32,AFG,Afghanistan
5/18/2020,11,29,AFG,Afghanistan
5/19/2020,11,28,AFG,Afghanistan
5/20/2020,9,22,AFG,Afghanistan
5/21/2020,12,30,AFG,Afghanistan
5/22/2020,7,31,AFG,Afghanistan
5/23/2020,9,19,AFG,Afghanistan
5/24/2020,13,19,AFG,Afghanistan
5/25/2020,13,19,AFG,Afghanistan
5/26/2020,12,23,AFG,Afghanistan
5/27/2020,7,23,AFG,Afghanistan
5/28/2020,10,19,AFG,Afghanistan
5/29/2020,15,20,AFG,Afghanistan
5/30/2020,20,21,AFG,Afghanistan
5/31/2020,17,19,AFG,Afghanistan
6/1/2020,15,24,AFG,Afghanistan
6/2/2020,17,17,AFG,Afghanistan
6/3/2020,7,32,AFG,Afghanistan
6/4/2020,13,24,AFG,Afghanistan
6/5/2020,9,18,AFG,Afghanistan
6/6/2020,9,21,AFG,Afghanistan
6/7/2020,15,22,AFG,Afghanistan
6/8/2020,11,20,AFG,Afghanistan
6/9/2020,9,21,AFG,Afghanistan
6/10/2020,14,13,AFG,Afghanistan
6/11/2020,8,23,AFG,Afghanistan
6/12/2020,5,16,AFG,Afghanistan
6/13/2020,7,15,AFG,Afghanistan
6/14/2020,10,13,AFG,Afghanistan
6/15/2020,9,15,AFG,Afghanistan
6/16/2020,5,22,AFG,Afghanistan
6/17/2020,5,25,AFG,Afghanistan
6/18/2020,10,10,AFG,Afghanistan
6/19/2020,10,17,AFG,Afghanistan
6/20/2020,4,17,AFG,Afghanistan
6/21/2020,4,12,AFG,Afghanistan
6/22/2020,6,21,AFG,Afghanistan
6/23/2020,10,12,AFG,Afghanistan
6/24/2020,6,12,AFG,Afghanistan
6/25/2020,4,15,AFG,Afghanistan
6/26/2020,4,14,AFG,Afghanistan
6/27/2020,9,17,AFG,Afghanistan
6/28/2020,6,13,AFG,Afghanistan
6/29/2020,6,8,AFG,Afghanistan
6/30/2020,5,10,AFG,Afghanistan
7/1/2020,4,10,AFG,Afghanistan
7/2/2020,4,11,AFG,Afghanistan
7/3/2020,5,13,AFG,Afghanistan
7/4/2020,5,10,AFG,Afghanistan
7/5/2020,10,8,AFG,Afghanistan
7/6/2020,6,14,AFG,Afghanistan
7/7/2020,6,10,AFG,Afghanistan
7/8/2020,4,14,AFG,Afghanistan
7/9/2020,7,15,AFG,Afghanistan
7/10/2020,5,5,AFG,Afghanistan
7/11/2020,5,10,AFG,Afghanistan
7/12/2020,6,10,AFG,Afghanistan
7/13/2020,7,14,AFG,Afghanistan
7/14/2020,5,10,AFG,Afghanistan
7/15/2020,4,9,AFG,Afghanistan
7/16/2020,4,7,AFG,Afghanistan
7/17/2020,10,13,AFG,Afghanistan
7/18/2020,5,13,AFG,Afghanistan
7/19/2020,3,10,AFG,Afghanistan
7/20/2020,6,5,AFG,Afghanistan
7/21/2020,3,8,AFG,Afghanistan
7/22/2020,9,9,AFG,Afghanistan
7/23/2020,9,11,AFG,Afghanistan
7/24/2020,7,10,AFG,Afghanistan
7/25/2020,6,10,AFG,Afghanistan
7/26/2020,4,6,AFG,Afghanistan
7/27/2020,6,9,AFG,Afghanistan
7/28/2020,5,12,AFG,Afghanistan
7/29/2020,3,10,AFG,Afghanistan
7/30/2020,7,5,AFG,Afghanistan
7/31/2020,5,4,AFG,Afghanistan
8/1/2020,4,7,AFG,Afghanistan
8/2/2020,3,19,AFG,Afghanistan
8/3/2020,3,10,AFG,Afghanistan
8/4/2020,6,11,AFG,Afghanistan
8/5/2020,6,10,AFG,Afghanistan
8/6/2020,4,6,AFG,Afghanistan
8/7/2020,7,11,AFG,Afghanistan
8/8/2020,4,10,AFG,Afghanistan
8/9/2020,3,9,AFG,Afghanistan
8/10/2020,5,9,AFG,Afghanistan
8/11/2020,4,7,AFG,Afghanistan
8/12/2020,3,6,AFG,Afghanistan
8/13/2020,7,7,AFG,Afghanistan
8/14/2020,8,6,AFG,Afghanistan
8/15/2020,4,14,AFG,Afghanistan
8/16/2020,3,8,AFG,Afghanistan
8/17/2020,8,6,AFG,Afghanistan
8/18/2020,3,10,AFG,Afghanistan
8/19/2020,4,4,AFG,Afghanistan
8/20/2020,3,7,AFG,Afghanistan
8/21/2020,6,5,AFG,Afghanistan
8/22/2020,3,7,AFG,Afghanistan
8/23/2020,3,7,AFG,Afghanistan
8/24/2020,3,4,AFG,Afghanistan
8/25/2020,3,8,AFG,Afghanistan
8/26/2020,4,4,AFG,Afghanistan
8/27/2020,3,5,AFG,Afghanistan
8/28/2020,3,9,AFG,Afghanistan
8/29/2020,6,9,AFG,Afghanistan
8/30/2020,5,12,AFG,Afghanistan
8/31/2020,3,10,AFG,Afghanistan
9/1/2020,3,11,AFG,Afghanistan
9/2/2020,3,7,AFG,Afghanistan
9/3/2020,6,8,AFG,Afghanistan
9/4/2020,5,9,AFG,Afghanistan
9/5/2020,0,7,AFG,Afghanistan
9/6/2020,3,8,AFG,Afghanistan
9/7/2020,4,6,AFG,Afghanistan
9/8/2020,3,6,AFG,Afghanistan
9/9/2020,0,11,AFG,Afghanistan
9/10/2020,3,7,AFG,Afghanistan
9/11/2020,3,7,AFG,Afghanistan
9/12/2020,8,4,AFG,Afghanistan
9/13/2020,7,7,AFG,Afghanistan
9/14/2020,3,3,AFG,Afghanistan
9/15/2020,5,8,AFG,Afghanistan
9/16/2020,3,3,AFG,Afghanistan
9/17/2020,3,9,AFG,Afghanistan
9/18/2020,10,18,AFG,Afghanistan
9/19/2020,9,3,AFG,Afghanistan
9/20/2020,4,3,AFG,Afghanistan
9/21/2020,5,6,AFG,Afghanistan
9/22/2020,4,9,AFG,Afghanistan
9/23/2020,4,5,AFG,Afghanistan
9/24/2020,2,0,AFG,Afghanistan
9/25/2020,3,8,AFG,Afghanistan
9/26/2020,5,5,AFG,Afghanistan
9/27/2020,0,8,AFG,Afghanistan
9/28/2020,4,7,AFG,Afghanistan
9/29/2020,5,4,AFG,Afghanistan
9/30/2020,6,5,AFG,Afghanistan
10/1/2020,3,4,AFG,Afghanistan
10/2/2020,0,8,AFG,Afghanistan
10/3/2020,3,12,AFG,Afghanistan
10/4/2020,3,4,AFG,Afghanistan
2/1/2020,3,18,ALB,Albania
2/2/2020,4,12,ALB,Albania
2/3/2020,2,6,ALB,Albania
2/4/2020,2,7,ALB,Albania
2/5/2020,2,5,ALB,Albania
2/6/2020,2,4,ALB,Albania
2/7/2020,1,6,ALB,Albania
2/8/2020,1,4,ALB,Albania
2/9/2020,1,7,ALB,Albania
2/10/2020,3,3,ALB,Albania
2/11/2020,2,5,ALB,Albania
2/12/2020,2,5,ALB,Albania
2/13/2020,2,5,ALB,Albania
2/14/2020,2,4,ALB,Albania
2/15/2020,2,5,ALB,Albania
2/16/2020,1,3,ALB,Albania
2/17/2020,1,4,ALB,Albania
2/18/2020,3,3,ALB,Albania
2/19/2020,1,2,ALB,Albania
2/20/2020,0,3,ALB,Albania
2/21/2020,1,11,ALB,Albania
2/22/2020,6,30,ALB,Albania
2/23/2020,11,72,ALB,Albania
2/24/2020,10,77,ALB,Albania
2/25/2020,8,41,ALB,Albania
2/26/2020,6,31,ALB,Albania
2/27/2020,4,24,ALB,Albania
2/28/2020,2,26,ALB,Albania
2/29/2020,3,18,ALB,Albania
3/1/2020,3,17,ALB,Albania
3/2/2020,5,15,ALB,Albania
3/3/2020,3,16,ALB,Albania
3/4/2020,4,22,ALB,Albania
3/5/2020,4,20,ALB,Albania
3/6/2020,4,22,ALB,Albania
3/7/2020,3,22,ALB,Albania
3/8/2020,4,36,ALB,Albania
3/9/2020,21,100,ALB,Albania
3/10/2020,18,96,ALB,Albania
3/11/2020,16,82,ALB,Albania
3/12/2020,17,86,ALB,Albania
3/13/2020,20,84,ALB,Albania
3/14/2020,16,75,ALB,Albania
3/15/2020,12,76,ALB,Albania
3/16/2020,15,64,ALB,Albania
3/17/2020,9,61,ALB,Albania
3/18/2020,12,50,ALB,Albania
3/19/2020,7,58,ALB,Albania
3/20/2020,9,52,ALB,Albania
3/21/2020,6,60,ALB,Albania
3/22/2020,8,50,ALB,Albania
3/23/2020,10,59,ALB,Albania
3/24/2020,8,40,ALB,Albania
3/25/2020,10,49,ALB,Albania
3/26/2020,4,40,ALB,Albania
3/27/2020,8,46,ALB,Albania
3/28/2020,9,49,ALB,Albania
3/29/2020,3,45,ALB,Albania
3/30/2020,5,37,ALB,Albania
3/31/2020,5,43,ALB,Albania
4/1/2020,2,36,ALB,Albania
4/2/2020,5,39,ALB,Albania
4/3/2020,5,32,ALB,Albania
4/4/2020,4,42,ALB,Albania
4/5/2020,5,39,ALB,Albania
4/6/2020,6,38,ALB,Albania
4/7/2020,5,37,ALB,Albania
4/8/2020,4,31,ALB,Albania
4/9/2020,4,35,ALB,Albania
4/10/2020,4,32,ALB,Albania
4/11/2020,4,27,ALB,Albania
4/12/2020,3,36,ALB,Albania
4/13/2020,2,40,ALB,Albania
4/14/2020,3,26,ALB,Albania
4/15/2020,3,25,ALB,Albania
4/16/2020,4,27,ALB,Albania
4/17/2020,4,26,ALB,Albania
4/18/2020,2,22,ALB,Albania
4/19/2020,3,29,ALB,Albania
4/20/2020,2,25,ALB,Albania
4/21/2020,2,22,ALB,Albania
4/22/2020,2,20,ALB,Albania
4/23/2020,2,18,ALB,Albania
4/24/2020,3,18,ALB,Albania
4/25/2020,2,24,ALB,Albania
4/26/2020,2,24,ALB,Albania
4/27/2020,1,19,ALB,Albania
4/28/2020,2,22,ALB,Albania
4/29/2020,3,17,ALB,Albania
4/30/2020,2,17,ALB,Albania
5/1/2020,2,17,ALB,Albania
5/2/2020,2,21,ALB,Albania
5/3/2020,2,19,ALB,Albania
5/4/2020,3,16,ALB,Albania
5/5/2020,2,15,ALB,Albania
5/6/2020,3,12,ALB,Albania
5/7/2020,2,18,ALB,Albania
5/8/2020,2,15,ALB,Albania
5/9/2020,2,13,ALB,Albania
5/10/2020,1,17,ALB,Albania
5/11/2020,2,13,ALB,Albania
5/12/2020,3,11,ALB,Albania
5/13/2020,2,15,ALB,Albania
5/14/2020,2,12,ALB,Albania
5/15/2020,1,11,ALB,Albania
5/16/2020,1,15,ALB,Albania
5/17/2020,3,12,ALB,Albania
5/18/2020,2,11,ALB,Albania
5/19/2020,1,14,ALB,Albania
5/20/2020,2,8,ALB,Albania
5/21/2020,1,9,ALB,Albania
5/22/2020,3,7,ALB,Albania
5/23/2020,1,10,ALB,Albania
5/24/2020,2,10,ALB,Albania
5/25/2020,2,10,ALB,Albania
5/26/2020,2,9,ALB,Albania
5/27/2020,2,8,ALB,Albania
5/28/2020,0,9,ALB,Albania
5/29/2020,2,9,ALB,Albania
5/30/2020,3,10,ALB,Albania
5/31/2020,2,9,ALB,Albania
6/1/2020,1,9,ALB,Albania
6/2/2020,2,7,ALB,Albania
6/3/2020,1,4,ALB,Albania
6/4/2020,1,8,ALB,Albania
6/5/2020,1,8,ALB,Albania
6/6/2020,1,7,ALB,Albania
6/7/2020,1,6,ALB,Albania
6/8/2020,1,6,ALB,Albania
6/9/2020,1,7,ALB,Albania
6/10/2020,1,12,ALB,Albania
6/11/2020,1,9,ALB,Albania
6/12/2020,1,7,ALB,Albania
6/13/2020,2,7,ALB,Albania
6/14/2020,2,8,ALB,Albania
6/15/2020,2,9,ALB,Albania
6/16/2020,1,14,ALB,Albania
6/17/2020,2,12,ALB,Albania
6/18/2020,3,10,ALB,Albania
6/19/2020,2,7,ALB,Albania
6/20/2020,2,9,ALB,Albania
6/21/2020,0,10,ALB,Albania
6/22/2020,2,7,ALB,Albania
6/23/2020,1,5,ALB,Albania
6/24/2020,1,6,ALB,Albania
6/25/2020,1,5,ALB,Albania
6/26/2020,1,9,ALB,Albania
6/27/2020,2,9,ALB,Albania
6/28/2020,2,11,ALB,Albania
6/29/2020,2,9,ALB,Albania
6/30/2020,2,6,ALB,Albania
7/1/2020,1,8,ALB,Albania
7/2/2020,2,9,ALB,Albania
7/3/2020,1,6,ALB,Albania
7/4/2020,2,6,ALB,Albania
7/5/2020,2,9,ALB,Albania
7/6/2020,1,7,ALB,Albania
7/7/2020,1,5,ALB,Albania
7/8/2020,3,6,ALB,Albania
7/9/2020,1,7,ALB,Albania
7/10/2020,1,11,ALB,Albania
7/11/2020,1,8,ALB,Albania
7/12/2020,3,11,ALB,Albania
7/13/2020,1,12,ALB,Albania
7/14/2020,2,8,ALB,Albania
7/15/2020,1,10,ALB,Albania
7/16/2020,1,9,ALB,Albania
7/17/2020,2,8,ALB,Albania
7/18/2020,2,10,ALB,Albania
7/19/2020,3,11,ALB,Albania
7/20/2020,3,7,ALB,Albania
7/21/2020,2,6,ALB,Albania
7/22/2020,2,9,ALB,Albania
7/23/2020,2,8,ALB,Albania
7/24/2020,3,9,ALB,Albania
7/25/2020,3,7,ALB,Albania
7/26/2020,1,8,ALB,Albania
7/27/2020,3,7,ALB,Albania
7/28/2020,1,6,ALB,Albania
7/29/2020,3,7,ALB,Albania
7/30/2020,3,8,ALB,Albania
7/31/2020,1,7,ALB,Albania
8/1/2020,3,6,ALB,Albania
8/2/2020,2,6,ALB,Albania
8/3/2020,2,9,ALB,Albania
8/4/2020,3,5,ALB,Albania
8/5/2020,1,6,ALB,Albania
8/6/2020,0,5,ALB,Albania
8/7/2020,1,7,ALB,Albania
8/8/2020,2,7,ALB,Albania
8/9/2020,3,9,ALB,Albania
8/10/2020,2,6,ALB,Albania
8/11/2020,3,5,ALB,Albania
8/12/2020,1,10,ALB,Albania
8/13/2020,2,9,ALB,Albania
8/14/2020,1,9,ALB,Albania
8/15/2020,2,6,ALB,Albania
8/16/2020,2,7,ALB,Albania
8/17/2020,1,6,ALB,Albania
8/18/2020,2,10,ALB,Albania
8/19/2020,1,5,ALB,Albania
8/20/2020,1,5,ALB,Albania
8/21/2020,1,6,ALB,Albania
8/22/2020,1,7,ALB,Albania
8/23/2020,2,7,ALB,Albania
8/24/2020,4,9,ALB,Albania
8/25/2020,2,7,ALB,Albania
8/26/2020,3,6,ALB,Albania
8/27/2020,1,5,ALB,Albania
8/28/2020,1,5,ALB,Albania
8/29/2020,1,7,ALB,Albania
8/30/2020,1,6,ALB,Albania
8/31/2020,2,3,ALB,Albania
9/1/2020,2,6,ALB,Albania
9/2/2020,2,5,ALB,Albania
9/3/2020,1,5,ALB,Albania
9/4/2020,2,3,ALB,Albania
9/5/2020,1,5,ALB,Albania
9/6/2020,1,6,ALB,Albania
9/7/2020,2,5,ALB,Albania
9/8/2020,1,5,ALB,Albania
9/9/2020,1,3,ALB,Albania
9/10/2020,1,5,ALB,Albania
9/11/2020,1,5,ALB,Albania
9/12/2020,1,5,ALB,Albania
9/13/2020,1,6,ALB,Albania
9/14/2020,1,7,ALB,Albania
9/15/2020,1,4,ALB,Albania
9/16/2020,1,3,ALB,Albania
9/17/2020,1,6,ALB,Albania
9/18/2020,2,5,ALB,Albania
9/19/2020,2,5,ALB,Albania
9/20/2020,1,5,ALB,Albania
9/21/2020,2,6,ALB,Albania
9/22/2020,0,5,ALB,Albania
9/23/2020,2,6,ALB,Albania
9/24/2020,1,2,ALB,Albania
9/25/2020,1,2,ALB,Albania
9/26/2020,1,4,ALB,Albania
9/27/2020,1,3,ALB,Albania
9/28/2020,1,4,ALB,Albania
9/29/2020,1,3,ALB,Albania
9/30/2020,1,4,ALB,Albania
10/1/2020,1,4,ALB,Albania
10/2/2020,2,3,ALB,Albania
10/3/2020,1,3,ALB,Albania
10/4/2020,1,2,ALB,Albania
2/1/2020,1,2,DZA,Algeria
2/2/2020,1,2,DZA,Algeria
2/3/2020,1,2,DZA,Algeria
2/4/2020,1,2,DZA,Algeria
2/5/2020,1,1,DZA,Algeria
2/6/2020,1,1,DZA,Algeria
2/7/2020,0,1,DZA,Algeria
2/8/2020,1,2,DZA,Algeria
2/9/2020,1,2,DZA,Algeria
2/10/2020,1,1,DZA,Algeria
2/11/2020,0,1,DZA,Algeria
2/12/2020,0,1,DZA,Algeria
2/13/2020,1,1,DZA,Algeria
2/14/2020,0,1,DZA,Algeria
2/15/2020,1,1,DZA,Algeria
2/16/2020,0,1,DZA,Algeria
2/17/2020,1,1,DZA,Algeria
2/18/2020,0,1,DZA,Algeria
2/19/2020,1,1,DZA,Algeria
2/20/2020,0,1,DZA,Algeria
2/21/2020,0,1,DZA,Algeria
2/22/2020,0,1,DZA,Algeria
2/23/2020,1,2,DZA,Algeria
2/24/2020,1,2,DZA,Algeria
2/25/2020,5,9,DZA,Algeria
2/26/2020,5,8,DZA,Algeria
2/27/2020,4,8,DZA,Algeria
2/28/2020,3,5,DZA,Algeria
2/29/2020,2,4,DZA,Algeria
3/1/2020,2,3,DZA,Algeria
3/2/2020,4,8,DZA,Algeria
3/3/2020,5,8,DZA,Algeria
3/4/2020,5,9,DZA,Algeria
3/5/2020,4,8,DZA,Algeria
3/6/2020,4,7,DZA,Algeria
3/7/2020,3,6,DZA,Algeria
3/8/2020,3,6,DZA,Algeria
3/9/2020,3,8,DZA,Algeria
3/10/2020,4,10,DZA,Algeria
3/11/2020,4,8,DZA,Algeria
3/12/2020,9,17,DZA,Algeria
3/13/2020,9,19,DZA,Algeria
3/14/2020,11,23,DZA,Algeria
3/15/2020,16,34,DZA,Algeria
3/16/2020,16,35,DZA,Algeria
3/17/2020,13,30,DZA,Algeria
3/18/2020,16,36,DZA,Algeria
3/19/2020,15,33,DZA,Algeria
3/20/2020,14,32,DZA,Algeria
3/21/2020,13,34,DZA,Algeria
3/22/2020,16,40,DZA,Algeria
3/23/2020,13,31,DZA,Algeria
3/24/2020,10,25,DZA,Algeria
3/25/2020,10,24,DZA,Algeria
3/26/2020,9,22,DZA,Algeria
3/27/2020,11,25,DZA,Algeria
3/28/2020,9,24,DZA,Algeria
3/29/2020,8,29,DZA,Algeria
3/30/2020,9,26,DZA,Algeria
3/31/2020,10,24,DZA,Algeria
4/1/2020,8,23,DZA,Algeria
4/2/2020,8,23,DZA,Algeria
4/3/2020,7,54,DZA,Algeria
4/4/2020,7,51,DZA,Algeria
4/5/2020,7,100,DZA,Algeria
4/6/2020,6,59,DZA,Algeria
4/7/2020,6,54,DZA,Algeria
4/8/2020,6,50,DZA,Algeria
4/9/2020,6,50,DZA,Algeria
4/10/2020,5,50,DZA,Algeria
4/11/2020,6,24,DZA,Algeria
4/12/2020,5,22,DZA,Algeria
4/13/2020,5,47,DZA,Algeria
4/14/2020,4,45,DZA,Algeria
4/15/2020,5,46,DZA,Algeria
4/16/2020,4,45,DZA,Algeria
4/17/2020,5,45,DZA,Algeria
4/18/2020,4,45,DZA,Algeria
4/19/2020,4,19,DZA,Algeria
4/20/2020,4,16,DZA,Algeria
4/21/2020,3,17,DZA,Algeria
4/22/2020,4,15,DZA,Algeria
4/23/2020,3,14,DZA,Algeria
4/24/2020,3,17,DZA,Algeria
4/25/2020,3,16,DZA,Algeria
4/26/2020,3,19,DZA,Algeria
4/27/2020,4,16,DZA,Algeria
4/28/2020,3,17,DZA,Algeria
4/29/2020,3,19,DZA,Algeria
4/30/2020,3,12,DZA,Algeria
5/1/2020,3,17,DZA,Algeria
5/2/2020,3,16,DZA,Algeria
5/3/2020,3,15,DZA,Algeria
5/4/2020,4,14,DZA,Algeria
5/5/2020,3,14,DZA,Algeria
5/6/2020,3,15,DZA,Algeria
5/7/2020,3,16,DZA,Algeria
5/8/2020,3,14,DZA,Algeria
5/9/2020,3,17,DZA,Algeria
5/10/2020,3,12,DZA,Algeria
5/11/2020,3,14,DZA,Algeria
5/12/2020,3,13,DZA,Algeria
5/13/2020,2,12,DZA,Algeria
5/14/2020,3,13,DZA,Algeria
5/15/2020,3,14,DZA,Algeria
5/16/2020,3,14,DZA,Algeria
5/17/2020,2,11,DZA,Algeria
5/18/2020,2,13,DZA,Algeria
5/19/2020,2,10,DZA,Algeria
5/20/2020,3,11,DZA,Algeria
5/21/2020,2,10,DZA,Algeria
5/22/2020,2,10,DZA,Algeria
5/23/2020,3,10,DZA,Algeria
5/24/2020,2,8,DZA,Algeria
5/25/2020,2,10,DZA,Algeria
5/26/2020,3,9,DZA,Algeria
5/27/2020,2,9,DZA,Algeria
5/28/2020,2,9,DZA,Algeria
5/29/2020,1,8,DZA,Algeria
5/30/2020,2,8,DZA,Algeria
5/31/2020,2,7,DZA,Algeria
6/1/2020,1,9,DZA,Algeria
6/2/2020,1,9,DZA,Algeria
6/3/2020,2,8,DZA,Algeria
6/4/2020,1,8,DZA,Algeria
6/5/2020,2,8,DZA,Algeria
6/6/2020,2,6,DZA,Algeria
6/7/2020,2,7,DZA,Algeria
6/8/2020,1,7,DZA,Algeria
6/9/2020,2,7,DZA,Algeria
6/10/2020,2,7,DZA,Algeria
6/11/2020,1,7,DZA,Algeria
6/12/2020,2,6,DZA,Algeria
6/13/2020,2,7,DZA,Algeria
6/14/2020,2,6,DZA,Algeria
6/15/2020,2,6,DZA,Algeria
6/16/2020,2,6,DZA,Algeria
6/17/2020,1,6,DZA,Algeria
6/18/2020,1,6,DZA,Algeria
6/19/2020,1,6,DZA,Algeria
6/20/2020,2,7,DZA,Algeria
6/21/2020,2,7,DZA,Algeria
6/22/2020,2,6,DZA,Algeria
6/23/2020,2,6,DZA,Algeria
6/24/2020,1,7,DZA,Algeria
6/25/2020,2,8,DZA,Algeria
6/26/2020,2,9,DZA,Algeria
6/27/2020,2,10,DZA,Algeria
6/28/2020,2,10,DZA,Algeria
6/29/2020,2,7,DZA,Algeria
6/30/2020,1,7,DZA,Algeria
7/1/2020,2,7,DZA,Algeria
7/2/2020,2,7,DZA,Algeria
7/3/2020,3,9,DZA,Algeria
7/4/2020,2,9,DZA,Algeria
7/5/2020,2,7,DZA,Algeria
7/6/2020,2,8,DZA,Algeria
7/7/2020,2,8,DZA,Algeria
7/8/2020,2,7,DZA,Algeria
7/9/2020,2,9,DZA,Algeria
7/10/2020,2,9,DZA,Algeria
7/11/2020,2,9,DZA,Algeria
7/12/2020,3,8,DZA,Algeria
7/13/2020,2,9,DZA,Algeria
7/14/2020,2,10,DZA,Algeria
7/15/2020,3,9,DZA,Algeria
7/16/2020,3,7,DZA,Algeria
7/17/2020,2,8,DZA,Algeria
7/18/2020,3,9,DZA,Algeria
7/19/2020,3,9,DZA,Algeria
7/20/2020,2,8,DZA,Algeria
7/21/2020,2,8,DZA,Algeria
7/22/2020,2,7,DZA,Algeria
7/23/2020,2,7,DZA,Algeria
7/24/2020,2,7,DZA,Algeria
7/25/2020,2,8,DZA,Algeria
7/26/2020,2,7,DZA,Algeria
7/27/2020,2,7,DZA,Algeria
7/28/2020,2,8,DZA,Algeria
7/29/2020,2,8,DZA,Algeria
7/30/2020,1,6,DZA,Algeria
7/31/2020,2,6,DZA,Algeria
8/1/2020,2,9,DZA,Algeria
8/2/2020,2,7,DZA,Algeria
8/3/2020,2,7,DZA,Algeria
8/4/2020,1,6,DZA,Algeria
8/5/2020,2,6,DZA,Algeria
8/6/2020,1,5,DZA,Algeria
8/7/2020,1,5,DZA,Algeria
8/8/2020,1,5,DZA,Algeria
8/9/2020,1,4,DZA,Algeria
8/10/2020,1,5,DZA,Algeria
